"language"	"langcode"	"family"	"location"	"core inventory"	"marginal inventory"	"reference"
"Romani, Burgenland-Romani"	"BURG"	"INDO-EUROPEAN (Indo-Aryan)"	"Austria, Hungary"	"pʰ,t̪ʰ,kʰ,p,t̪,k,i,u,b,d̪,ɡ,e,o,t̪s̪,tʃ,a,f,s̪,ʃ,h,v,z̪,ʒ,ʝ,m,n,ɲ,ŋ,r,l,"	"y,œ,x,"	"Halwachs, Dieter W. (2002) Burgenland-Romani. Muenchen: Lincom Europa."
"Romanian"	"ROMN"	"INDO-EUROPEAN (Italic)"	"Romania, Moldova, Ukraine, Israel, Yugoslavia, Hungary"	"p,t,k,b,d,ɡ,i,ɨ,u,ts,tʃ,e,ə,o,dʒ,a,f,s,ʃ,h,v,z,ʒ,e̯a,o̯a,m,n,l,ɾ,w,j,"		"Chitoran, Ioana (2002) The Phonology of Romanian: A Constraint-Based Approach. New York: Mouton de Gruyter."
"Rotuman"	"ROTU"	"AUSTRONESIAN"	"Fiji"	"p,t,tʃ,k,ʔ,f,s,h,i,u,v,e,o,m,n,ŋ,a,ɾ,l,"		"Vamarasi, Marit (2002) Rotuman. Muenchen: Lincom Europa."
"Runyankore (Nyankore)"	"RUNK"	"NIGER-CONGO (Bantu)"	"Uganda"	"t,tʃ,k,i,u,b,d,ɡ,e,o,f,s,ʃ,h,a,v,m,n,ɲ,iː,uː,r,eː,oː,w,j,aː,"	"p,"	"Morris, H. F., and B. E. R. Kirwan (1957) A Runyankore Grammar. Nairobi: The Eagle Press."
"Runyoro-Rutooro (Nyoro/Tooro)"	"RUNR"	"NIGER-CONGO (Bantu)"	"Uganda"	"p,t̪,tʃ,k,b,d,dʒ,ɡ,i,u,f,s,h,e,o,β,v,z,a,m,n,ɲ,l,r,w,j,"		"Rubongoya, L. T. (1999) A Modern Runyoro-Rutooro Grammar. Köln: Rüdinger Köppe Verlag."
"Russian"	"RUSS"	"INDO-EUROPEAN (Slavic)"	"Russia, Israel, USA"	"p,pʲ,t̪,t̪ʲ,k,b,bʲ,d̪,d̪ʲ,ɡ,i,ɨ,u,t̪s̪,tʃ,ʃtʃ,ɛ,ɔ,f,fʲ,s̪,s̪ʲ,ʃ,x,a,v,vʲ,z̪,z̪ʲ,ʒ,m,mʲ,n̪,n̪ʲ,r̪,r̪ʲ,l̪,l̪ʲ,j,"		"Unbegaun, B. O. (1957) Russian Grammar. Oxford: Clarendon Press"
"Saami, Central South(-Lappish)"	"SAAM"	"URALIC (Finno-Ugric)"	"Sweden"	"p,t,tsʰ,tʃʰ,k,b,d,ts,tʃ,ɡ,i,y,ɨ,ʉ,u,f,s,ʃ,h,ɨ̞,m,n,ɲ,ŋ,e,ʌ,ɵ,o,r,ə,l,ɐ,ɑ,ʋ,j,"		"Hasselbrink, Gustav (1965) Alternative Analyses of the Phonemic System in Central South-Lappish. Bloomington/The Hague: Mouton & Co./Indiana University."
"Sacapultec (Sacapulteco)"	"SACA"	"MAYAN"	"Guatemala"	"p,t,kʲ,k,q,pʼ,tʼ,kʼʲ,kʼ,qʼ,ʔ,i,u,e,o,ts,tʃ,a,tsʼ,tʃʼ,s,ʃ,x,iː,uː,m,n,ŋ,eː,oː,l,aː,ɽ,w,j,"	"b,d,ɡ,f,"	"Dubois, John William (1981) The Sacapultec Language. Ann Arbor: UMI."
"Sahaptin, Northern (Cowlitz-Klickitat-Walla Walla?)"	"NSAH"	"PENUTIAN"	"USA"	"p,t,k,kʷ,q,qʷ,pʼ,tʼ,kʼ,kʼʷ,qʼ,qʼʷ,i,u,ts,tɬ,tʃ,ə,tθʼ,tsʼ,tɬʼ,tʃʼ,a,s,ʃ,x,xʷ,χ,χʷ,h,hʷ,m,n,ɬ,l,w,j,"		"Jacobs, Melville (1931) A Sketch of Northern Sahaptin Grammar. Seattle: University of Washington Press."
"Saibai"	"SAIB"	"AUSTRALIAN(?)"	"Australia"	"p,t,ʈ,k,b,d,ɖ,ɡ,s,i,u,z,e,ə,m,n,ŋ,a,r,l,w,j,"		"Holmer, Nils M. (1988) Notes on Some Queensland Languages. Canberra: Pacific Linguistics."
"Salish, Straits (Samish dialect)"	"SASS"	"SALISHAN"	"Canada and USA"	"p,t,kʷ,q,qʷ,ʔ,i,pʼ,tʼ,kʼʷ,qʼ,qʼʷ,e,ə,tʃ,a,tθʼ,tɬʼ,tʃʼ,s,ɬ,ʃ,xʷ,χ,χʷ,h,m,n,ɴ,mʼ,n’,ɴʼ,l,j,w,lʼ,jʼ,wʼ,"	"k,u,ts,tsʼ,"	"Galloway, Brent D. (1990) A Phonology, Morphology, and Classified Word List for the Samish Dialect of  Straits Salish. Canadian Ethnology Service. Mercury Series Paper 116."
"Sango"	"SANG"	"CREOLE"	"Central African Republic, Chad, Democratic Republic of Congo, Republic of Congo"	"p,t,k,k͡p,b,d,ɡ,ɡ͡b,i,u,b,ⁿd,ɡ,ɡ͡b,e,o,ɓ,ɛ,ɔ,f,s,h,a,v,z,ⁿz,ũ,r,ɛ̃,ɔ̃,l,ã,m,n,w,j,"		"Samarin, William J. (1967) A Grammar of Sango. The Hague: Mouton & Co."
"Santali"	"SANT"	"AUSTRO-ASIATIC"	"India, Bangladesh, Nepal"	"pʰ,tʰ,ʈʰ,tʃʰ,kʰ,p,t,ʈ,tʃ,k,i,u,pʼ,tʼ,tʃʼ,kʼ,e,ə,o,bʰ,dʰ,ɖʰ,dʒʰ,ɡʰ,ɛ,ɔ,b,d,ɖ,dʒ,ɡ,a,s,h,m,n,ŋ,ĩ,ũ,ɽʰ,ẽ,ə̃,õ,r,ɽ,ɛ̃,ɔ̃,l,ã,w,j,"		"Neukom, Lukas (2001) Santali. Meunchen: Lincom Europa."
"Sawai"	"SAWA"	"AUSTRONESIAN"	"Indonesia"	"p,t,k,b,d,ɡ,i,u,f,s,e,o,m,n,ŋ,ɛ,a,ɔ,l,w,j,"		"Whisler, Ronald (1992) Phonology of Sawai. In Burquest and Laidig (1992)."
"Secoya"	"SECO"	"TUCANOAN"	"Ecuador and Peru"	"p,t,tʃ,k,kʷ,ʔ,d,i,ɨ,u,s,ɛ,a,o,m,n,w,j,h,"		"Johnson, Orville E., and Catherine Peeke (1962) Phonemic Units in the Secoya Word. Elson, Benjamin (ed.) (1962) Studies in Ecuadorian Indian Languages: I. Norman: Summer Institute of Linguistics of the University of Oklahoma."
"Sekani"	"SEKA"	"NA-DENE"	"Canada"	"pʰ,tʰ,kʷ,p,t,ʔ,i,u,pʼ,tʼ,kʼʷ,e,ə,o,tsʰ,tɬʰ,tʃʰ,a,ts,tɬ,tʃ,tsʼ,tɬʼ,tʃʼ,s,ɬ,ɕ,x,h,z,l,j,ɣ,m,n,"	"kʰʷ,ũ,"	"Hargus, Sharon (1988) The Lexical Phonology of Sekani. New York: Garland Publishing, Inc."
"Selepet"	"SELE"	"TRANS-NEW GUINEA"	"Papua New Guinea"	"p,t̪,k,b,d̪,ɡ,i,u,s,h,e,o,m,n̪,ŋ,a,ɔ,l,r,w,j,"		"McElhanon, K. A. (1970) Selepet Phonology. Canberra: Pacific Linguistics."
"Sema"	"SEMA"	"SINO-TIBETAN"	"India"	"p,t,k,q,b,d,ɡ,ts,f,s,x,h,i,ɨ,u,z,ɣ,e,o,m,n,ŋ,a,l,w,j,"		"Sreedhar, M. V. (1980) A Sema Grammar. Mysore: Central Institute of Indian Languages."
"Senoufo, Cebaara Senoufo"	"CEBA"	"NIGER-CONGO"	"Côte d’Ivoire"	"p,t,k,k͡p,b,d,ɡ,ɡ͡b,ĩ,ĩː,i,iː,ũ,ũː,u,uː,f,s,e,eː,eʔ,oʔ,o,oː,v,z,ɛ̃ː,ɛː,ɛ̃ʔ,ɛʔ,ɔ̃ʔ,ɔʔ,ɔ̃,ɔ̃ː,ɔ,ɔː,m,ãʔ,aʔ,w,l,j,ã,ãː,a,aː,"	"n,ɲ,ŋ,"	"Mills, Elizabeth (1984) Senoufo Phonology, Discourse to Syllable (A Prosodic Approach). Arlington: Summer Institute of Linguistics."
"Senoufo, Supyire"	"SUPY"	"NIGER-CONGO"	"Mali"	"p,t,tʃ,k,ʔ,b,d,dʒ,ɡ,i,ĩ,u,ũ,f,s,ʃ,e,o,v,z,ʒ,ɛ,ɛ̃ː,ɔ,ɔ̃,m,n,ɲ,ŋ,a,ã,l,j,w,"		"Carlson, Robert (1994) A grammar of Supyire. Berlin: Mouton de Gruyter."
"Sentani"	"SENT"	"TRANS-NEW GUINEA"	"Indonesia (Irian Jaya)"	"k,b,d,i,u,f,h,e,ə,o,m,n,ɛ,l,a,w,j,"		"Cowan, H. K. J. (1965) Grammar of the Sentani Language. ‘S-Gravenhage – Martinus Nijhoff."
"Sentani (central dialect)"	"SENC"	"TRANS-NEW GUINEA"	"Indonesia (Irian Jaya)"	"k,b,d,i,u,f,h,e,ə,o,m,n,ɛ,l,a,w,j,"		"Cowan, H. K. J. (1965) Grammar of the Sentani Language. ‘S-Gravenhage – Martinus Nijhoff."
"Sepečides-Romani"	"SEPE"	"INDO-EUROPEAN (Indo-Aryan)"	"Greece and Turkey"	"pʰ,tʰ,tʃʰ,kʰ,p,t,tʃ,k,i,u,b,d,dʒ,ɡ,e,ə,o,f,s̪,ʃ,x,h,a,v,z̪,ʝ,m,n,ɾ,l,"	"y,ɨ,ø,ʒ,ɣ,"	"Cech, Petra, and Mozes F. Heinschink (1996) Sepečides-Romani. Muenchen: Lincom Europa."
"Serbo-Croatian (Cres Čakavian)"	"SECR"	"INDO-EUROPEAN (Slavic)"	"Croatia"	"p,t,c,k,b,d,ɡ,i,u,f,s,ʃ,x,e,o,v,z,ʒ,a,m,n,l,r,j,"		"Houtzagers (1985) The Čakavian Dialect of Orlec on the Island of Cres. Amsterdam: Rodopi."
"Shambala"	"SHAM"	"NIGER-CONGO (Bantu)"	"Tanzania"	"p,t,tʃ,k,b,d,dʒ,ɡ,i,u,f,s,ʃ,h,e,o,v,z,ɣ,a,m,n,ɲ,ŋ,l,w,j,"		"Besha, Ruth Mfumbwa (1989) A Study of Tense and Aspect in Shambala. Berlin: Dietrich Reimer Verlag."
"Shilluk"	"SHIL"	"NILO-SAHARAN"	"Sudan"	"pʰ,t̪ʰ,tʰ,cʰ,kʰ,i̝,i̝ː,u̝,u̝ː,p,t̪,t,c,k,i,iː,u,uː,b,d̪,d,ɟ,ɡ,e̝,e̝ː,ɔ̝,ɔ̝ː,m,mː,n̪,n̪ː,n,nː,ɲ,ɲː,ŋ,ŋː,e,eː,ɔ,ɔː,ɾ,r,a̝,a̪ː,w,wː,l,lː,j,jː,a,aː,"		"Gilley, Leoma G. (1992) An Autosegmental Approach to Shilluk Phonology. Arlington: Summer Institute of Linguistics."
"Shiriana Yanam (Ninam)"	"SHIR"	"YANOMAM"	"Brazil and Venezuala"	"tʰ,p,t,tʃ,k,i,ɯ,s,ʃ,h,e,ə,o,m,n,a,r,w,"		"Gómez, Gale Goodwin (1990) The Shiriana dialect of Yanam (northern Brazil). Ann Arbor: UMI."
"Shona (Central)"	"SHOC"	"NIGER-CONGO (Bantu)"	"Zimbabwe"	"p,t̪,k,p͡k,tʃ͡kʷ,kʷ,b,d̪,ɡ,b͡ɡ,dɣw,ɡʷ,i,u,b,ⁿd̪,ɡ,e,o,pf,t̪s̪,tsʷ,tʃ,tʃ͡k,ts͡kʷ,tʃ͡kʷ,a,bv,d̪z̪,dzʷ,dʒ,dʒ͡ɡ,dzɣw,dʒ͡ɣʷ,ⁿdʒ,ɓ,ɗ,m,n̪,ɲ,ŋ,m͡ŋ,ɲ͡ŋ,nŋw,ɲ͡ŋw,ŋʷ,r,r͡ɣw,f,s̪,sʷ,ʃ,s͡kʷ,s͡kʷ,ʃ͡kʷ,v,z̪,zʷ,ʒ,ɦ,z͡ɣw,zʷ͡ɣw,ʒ͡ɣw,ɦʲ,v,n̪z̪,nzʷ,ʋ,j,w,"		"Doke, Clement M. (1931) A Comparative Study in Shona Phonetics. Johannesburg: The University of the Witwatersrand Press."
"Shona (Eastern)"	"SHCE"	"NIGER-CONGO (Bantu)"	"Zimbabwe"	"p,t̪,k,p͡k,tʃ͡kʷ,kʷ,b,d̪,ɡ,b͡ɡ,dɣw,ɡʷ,i,u,b,ⁿd̪,ɡ,e,o,pf,t̪s̪,tsʷ,tʃ,tʃ͡k,ts͡kʷ,tʃ͡kʷ,a,bv,d̪z̪,dzʷ,dʒ,dʒ͡ɡ,dzɣw,dʒ͡ɣʷ,ⁿdʒ,ɓ,ɗ,m,n̪,ɲ,ŋ,m͡ŋ,ɲ͡ŋ,nŋw,ɲ͡ŋw,ŋʷ,r,r͡ɣw,f,s̪,sʷ,ʃ,s͡kʷ,s͡kʷ,ʃ͡kʷ,v,z̪,zʷ,ʒ,ɦ,z͡ɣw,zʷ͡ɣw,ʒ͡ɣw,ɦʲ,v,n̪z̪,nzʷ,ʋ,j,w,"		"Doke, Clement M. (1931) A Comparative Study in Shona Phonetics. Johannesburg: The University of the Witwatersrand Press."
"Shona (Zezuru)"	"SHOZ"	"NIGER-CONGO (Bantu)"	"Zimbabwe"	"p,t̪,k,p͡k,tʃ͡kʷ,kʷ,b,d̪,ɡ,b͡ɡ,dɣw,ɡʷ,i,u,b,ⁿd̪,ɡ,e,o,pf,t̪s̪,tsʷ,tʃ,tʃ͡k,ts͡kʷ,tʃ͡kʷ,a,bv,d̪z̪,dzʷ,dʒ,dʒ͡ɡ,dzɣw,dʒ͡ɣʷ,ⁿdʒ,ɓ,ɗ,m,n̪,ɲ,ŋ,m͡ŋ,ɲ͡ŋ,nŋw,ɲ͡ŋw,ŋʷ,r,r͡ɣw,f,s̪,sʷ,ʃ,s͡kʷ,s͡kʷ,ʃ͡kʷ,v,z̪,zʷ,ʒ,ɦ,z͡ɣw,zʷ͡ɣw,ʒ͡ɣw,ɦʲ,v,n̪z̪,nzʷ,ʋ,j,w,"		"Doke, Clement M. (1931) A Comparative Study in Shona Phonetics. Johannesburg: The University of the Witwatersrand Press."
"Shoshoni, Western"	"SHOS"	"UTO-AZTECAN"		"p,t,k,kʷ,ʔ,ts,i,ɨ,u,iː,ɨː,uː,s,h,e,o,eː,oː,m,n,a,aː,j,w,"		"Crum, Beverly, and John P. Dayley (1993) Western Shoshoni Grammar. Boise: Dept. of Anthropology, Boise State University."
"Si-Luyana"	"SILU"	"NIGER-CONGO (Bantu)"	"Zambia and Angola"	"p,t,c,k,f,s,i,u,β,e,o,m,n,a,w,l,j,"		"Givon, Talmy (1970) The Si-Luyana Language: A Preliminary Linguistic Description. University of Zambia: Institute for Social Research."
"Sie"	"SIEX"	"AUSTRONESIAN"	"Vanuatu"	"p,t,k,s,h,i,u,v,ɣ,e,o,m,n,ŋ,a,l,ɾ,w,j,"		"Crowley, Terry (1998) An Erromangan (Sye) Grammar. Honolulu: University of Hawai’i Press."
"Sinaugoro"	"SINA"	"AUSTRONESIAN"	"Papua New Guinea"	"t,k,kʷ,b,d,ɡ,ɡʷ,f,i,u,v,r,ɣ,ɣʷ,e,o,s,a,m,n,l,"		"Tauberschmidt, Gerhard (1999) A Grammar of Sinaugoro. Canberra: Pacific Linguistics."
"Siona"	"SION"	"TUCANOAN"	"Colombia and Ecuador"	"p,t,tʃ,k,kʷ,ʔ,pʼ,tʼ,tʃʼ,kʼ,kʼʷ,i,ɨ,u,s,h,hʷ,ɛ,a,o,sʼ,m,n,ĩ,ɨ̃,ũ,w,j,æ̃,ã,õ,"		"Wheeler, Alva, and Margaret Wheeler (1962) Siona Phonemics (Western Tucanoan). In Elson, Benjamin (ed.) (1962) Studies in Ecuadorian Indian Languages: I. Norman: Summer Institute of Linguistics of the University of Oklahoma."
"Slavey, North"	"NSXX"	"NA-DENE"	"Canada"	"t,ts,tl,tʃ,k,kʷ,tʼ,tsʼ,tlʼ,tʃʼ,kʼ,kʼʷ,ʔ,i,u,b,d,dz,dl,dʒ,ɡ,e,s,ɬ,ʃ,x,ʍ,h,ɛ,ɔ,z,l,ʒ,ɣ,w,a,m,n,j,"	"r,"	"Rice, Keren (1989) A Grammar of Slave. New York: Mouton de Gruyter."
"Slavey, North (Bearlake variety)"	"NSBX"	"NA-DENE"	"Canada"	"t,ts,tl,tʃ,k,kʷ,tʼ,tsʼ,tlʼ,tʃʼ,kʼ,kʼʷ,ʔ,i,u,b,d,dz,dl,dʒ,ɡ,e,s,ɬ,ʃ,x,ʍ,h,ɛ,ɔ,z,l,ʒ,ɣ,w,a,m,n,j,"	"r,"	"Rice, Keren (1989) A Grammar of Slave. New York: Mouton de Gruyter."
"Slavey, North (Hare variety)"	"NSHX"	"NA-DENE"	"Canada"	"k,kʷ,tʼ,tsʼ,tlʼ,tʃʼ,kʼ,kʼʷ,ʔ,i,u,b,d,dz,dl,dʒ,ɡ,e,s,ʃ,x,h,ɛ,ɔ,z,l,ʒ,ɣ,w,a,m,n,j,"	"ɬ,r,"	"Rice, Keren (1989) A Grammar of Slave. New York: Mouton de Gruyter."
"Slavey, North (Mountain variety)"	"NSMX"	"NA-DENE"	"Canada"	"p,t,ts,tl,tʃ,k,pʼ,tʼ,tsʼ,tlʼ,tʃʼ,kʼ,ʔ,i,u,b,d,dz,dl,dʒ,ɡ,f,s,ɬ,ʃ,x,ʍ,h,ɛ,ɔ,v,z,l,ʒ,ɣ,w,a,m,n,j,"	"e,r,"	"Rice, Keren (1989) A Grammar of Slave. New York: Mouton de Gruyter."
"Slavey, North (innovative Bearlake variety)"	"NSBI"	"NA-DENE"	"Canada"	"t,ts,tl,tʃ,k,kʷ,tʼ,tsʼ,tlʼ,tʃʼ,kʼ,kʼʷ,ʔ,i,u,b,d,dz,dl,dʒ,ɡ,e,s,ɬ,ʃ,x,ʍ,h,ɛ,ɔ,z,l,ʒ,ɣ,w,a,m,n,j,"	"r,"	"Rice, Keren (1989) A Grammar of Slave. New York: Mouton de Gruyter."
"Slavey, North (innovative Hare variety)"	"NSHI"	"NA-DENE"	"Canada"	"k,kʷ,tʼ,tsʼ,tlʼ,tʃʼ,kʼ,kʼʷ,ʔ,i,u,b,d,dz,dl,dʒ,ɡ,e,s,ʃ,x,h,ɛ,ɔ,z,l,ʒ,ɣ,w,a,m,n,j,"	"ɬ,r,"	"Rice, Keren (1989) A Grammar of Slave. New York: Mouton de Gruyter."
"Slavey, South (Slavey)"	"SSLA"	"NA-DENE"	"Canada"	"tθ,t,ts,tl,tʃ,k,tθʼ,tʼ,tsʼ,tlʼ,tʃʼ,kʼ,ʔ,i,u,b,dð,d,dz,dl,dʒ,ɡ,ɡʷ,ɛ,ɔ,θ,s,ɬ,ʃ,x,h,a,ð,z,l,ʒ,ɣ,w,m,n,j,"	"r,"	"Rice, Keren (1989) A Grammar of Slave. New York: Mouton de Gruyter."
"Slovak"	"SLVK"	"INDO-EUROPEAN (Slavic)"	"Slovakia"	"p,t,tʲ,k,b,d,dʲ,ɡ,uo,iː,uː,ts,tʃ,ie,ɛː,ɔː,dz,dʒ,ia,aː,f,s,ʃ,x,z,ʒ,ɣ,i,u,m,n,nʲ,ɛ,ɔ,l,r,lʲ,æ,a,lː,rː,ʋ,j,"		"Rubach, Jerzy (1993) The Lexical Phonology of Slovak. Oxford: Clarendon Press."
"Slovene"	"SLVN"	"INDO-EUROPEAN (Slavic)"	"Slovenia, Italy"	"p,t,k,b,d,ɡ,i,u,ts,tʃ,e,o,dʒ,ə,f,s,ʃ,x,ɛ,ɔ,v,z,ʒ,a,m,n,l,r,j,"		"Herrity, Peter (2000) Slovene: A Comprehensive Grammar. New York: Routledge."
"So (Soo)"	"SOXX"	"NILO-SAHARAN"	"Uganda"	"p,t,c,k,kʷ,ʔ,b,d,ɟ,ɡ,ɡʷ,i,u,ɓ,ɗ,ʄ,ɠ,ɪ,ʊ,s,e,o,m,n,ɲ,ŋ,ɛ,ɔ,l,a,r,w,j,"		"Carlin, Eithne (1993) The So Language. Köln: Institut für Afrikanistik – Universität zu Köln."
"Somali"	"SOMA"	"AFRO-ASIATIC (Cushitic)"	"Somalia, Ethiopia, Kenya, Djibouti"	"t̪,tʃ,k,d,iː,uː,χ,e,o,β,ð,ɣ,ɛː,ə,ɔː,f,s,ʃ,ħ,h,aː,ʕ,m,n,r,l,w,j,"		"Pia, J. Joseph (1963) An Outline of the Structure of Somali. Michigan State University ms.\nSaeed, John Ibrahim (1987) Somali Reference Grammar. Wheaton, MD: Dunwoody Press."
"Sotho (Southern dialect)"	"SOTH"	"NIGER-CONGO (Bantu)"	"Lesotho and South Africa"	"pʰ,tʰ,tsʰ,tʃʰ,ǃʰ,pʃʰ,kʰ,kxʰ,pʼ,tʼ,tsʼ,tʃʼ,ǃ,pʃʼ,kʼ,i,u,b,dʒ,bʒ,ɪ,ʊ,f,s,ʃ,fʃ,h,e,o,ɛ,ɔ,m,n,ɲ,nǃ,ŋ,ɑ,l,ɬ,r,j,w,"	"x,v,ʒ,"	"Doke, C. M., and S. M. Mofokeng (1957) Textbook of Southern Sotho Grammar. New York: Longmans, Green and Co."
"Spanish (European)"	"SPAN"	"INDO-EUROPEAN (Italic)"	"Spain, etc."	"p,t̪,tʃ,k,b,d̪,dʒ,ɡ,i,u,f,θ,s,x,e,o,m,n,ɲ,a,r,ɾ,l,ʎ,w,j,"		"Cressey, William W. (1978) Spanish Phonology and Morphology: A Generative View. Washington, D.C.: Georgetown University Press."
"Sre"	"SREX"	"AUSTRO-ASIATIC"	"Vietnam"	"pʰ,tʰ,cʰ,kʰ,p,t,c,k,ʔ,b,d,ɟ,ɡ,i,ɯ,u,ɓ,ɗ,e,ə,o,s,h,ɛ,ɔ,mʰ,nʰ,ɲʰ,a,ɑ,m,n,ɲ,ŋ,l,r,w,j,"		"Manley, Timothy M. (1972) Outline of Sre Structure. University of Hawaii Press."
"Sri Lanka Creole Portuguese (Indo-Portuguese)"	"SRIL"	"CREOLE"	"Sri Lanka"	"p,t,tʃ,k,b,d,dʒ,ɡ,i,u,f,s,e,ə,o,z,æ,ɔ,m,n,ɲ,r,iː,uː,l,eː,oː,w,j,æː,aː,ɔː,"		"Smith, Ian Russell (1981) Sri Lanka Portuguese Creole Phonology. Ann Arbor: UMI."
"St. Lucian Creole"	"STLU"	"CREOLE"	"St. Lucia"	"p,t,tʃ,k,i,u,b,d,dʒ,ɡ,e,o,f,s,ʃ,x,h,ɛ,ɔ,v,z,ʒ,a,ɑ,l,m,n,ŋ,ẽ,õ,j,w,ã,"		"Carrington, Lawrence D. (1984) St. Lucian Creole: A Descriptive Analysis of its Phonology and Morph-Syntax. Hamburg: Helmut Buske Verlag."
"Svan"	"SVAN"	"SOUTH CAUCASIAN"	"Georgia"	"pʰ,t̪ʰ,tsʰ,tʃʰ,kʰ,qʰ,pʼ,t̪ʼ,tsʼ,tʃʼ,kʼ,qʼ,i,y,u,b,d̪,dz,dʒ,ɡ,e,œ,ə,o,s,ʃ,χ,h,æ,a,z,ʒ,ʁ,m,n,l,r,w,j,"		"Tuite, Kevin (1997) Svan. Muenchen: Lincom Europa."
"Swahili"	"SWAH"	"NIGER-CONGO (Bantu)"	"Tanzania, etc."	"p,t,tʃ,k,ɓ,ɗ,ʄ,ɠ,i,u,b,ⁿd,ⁿdʒ,ɡ,e,o,f,θ,s,ʃ,x,h,a,v,ð,z,ɣ,v,ⁿz,m,n,ɲ,ŋ,r,l,w,j,"		"Ashton, E. O. (1969) Swahili Grammar. London: Longmans."
"Swazi (Swati)"	"SWAZ"	"NIGER-CONGO (Bantu)"	"Swaziland, South Africa, and Mozambique"	"pʰ,tʰ,kʰ,ǀʰ,ǃʰ,p,ⁿt,k,k,ǀ,nǀ,ǃ,nǃ,i,u,pʼ,tʼ,kʼ,nkǀ,nkǃ,ɛ,ɔ,b,b,d,ⁿd,ɡ,ɡ,ɡǀ,ɡǃ,a,tsʰ,tɸʰ,nɡǀ,nɡǃ,ⁿts,ⁿtɸ,tsʼ,ⁿtsʼ,tʃʼ,ⁿtʃʼ,kxʼ,dz,ⁿdz,dβ,ⁿdβ,ⁿdʒ,ɓ,f,f,s,ⁿs,ɬ,ⁿɬ,ʃ,ⁿʃ,v,v,z,ⁿz,ɮ,ⁿɮ,ɦ,m,n,ɲ,ŋ,l,w,j,"		"Ziervogel, D. (1952) A Grammar of Swazi. Johannesburg: Witwatersrand University Press."
"Swedish"	"SWED"	"INDO-EUROPEAN (Germanic)"	"Sweden and Finland"	"p,t̪,ʈ,k,b,d̪,ɖ,ɡ,iː,yː,ʉ̟ː,f,s̪,ʂ,i,y,ɵ,ʊ,v,eː,øː,ə,oː,m,n̪,ɳ,ɛ,œ,ɔ,l̪,ɭ,a,ɑː,r,"		"McClean, R. J. (1987) Swedish. Kent: Hodder and Stoughton."
"Tacana"	"TACA"	"TACANAN"	"Bolivia"	"p,t,k,kʷ,ʔ,b,d,i,o,β,ð,e,a,ʈʂ,tʃ,ʂ,ʃ,h,m,n,ɾ,ɾð,w,j,"		"Key, Mary Ritchie (1968) Comparative Tacanan Phonology. The Hague: Mouton."
"Tagalog"	"TAGA"	"AUSTRONESIAN"	"Philippines"	"p,t̪,k,ʔ,b,d̪,ɡ,i,u,s̪,h,e,o,m,n̪,ŋ,a,l,ɾ,w,j,"		"Ramos, Teresita V. (1971) Tagalog Structures. Honolulu: University of Hawaii Press."
"Talysh, Northern"	"NTAL"	"INDO-EUROPEAN (Indo-Iranian)"	"Azerbaijan and Iran"	"p,t̪,tʃ,k,b,d̪,dʒ,ɡ,i,y,f,s̪,ʃ,x,ħ,e,ə,o,v,z̪,ʒ,ɣ,aː,m,n,a,l,r,j,"		"Schulze, Wolfgang (2000) Northern Talysh. Muenchen: Lincom Europa."
"Tamasheq"	"TAMS"	"AFRO-ASIATIC (Berber)"	"Burkina-Faso"	"t,tˤ,k,q,b,d,dˤ,ɟ,ɡ,iː,uː,s,ʃ,x,h,eː,ə,oː,z,zˤ,ʒ,ʁ,æ,aː,m,n,ŋ,l,r,w,j,"	"lˤ,lˤ,"	"Sudlow, David (2001) The Tamasheq of North-East Burkina Faso. Köln: Rüdiger Köppe Verlag."
"Tamasheq (Tadraq variety)"	"TAMT"	"AFRO-ASIATIC (Berber)"	"Burkina-Faso"	"t,tˤ,k,q,b,d,dˤ,ɟ,ɡ,iː,uː,s,ʃ,x,h,eː,ə,oː,z,zˤ,ʒ,ʁ,æ,aː,m,n,ŋ,l,r,w,j,"	"lˤ,lˤ,"	"Sudlow, David (2001) The Tamasheq of North-East Burkina Faso. Köln: Rüdiger Köppe Verlag."
"Tamazight (Ait Ayache dialect)"	"TAMA"	"AFRO-ASIATIC (Berber)"	"Morocco"	"t̪,t̪ˤ,k,kʷ,q,qʷ,t̪ː,t̪ˤː,kː,kʷː,qː,qʷː,b,d̪,d̪ˤ,ɡ,ɡʷ,i,u,bː,d̪ː,d̪ˤː,ɡː,ɡʷː,a,f,s̪,s̪ˤ,ʃ,χ,ħ,h,hʷ,fː,s̪ː,s̪ˤː,ʃː,χː,hʷː,z̪,z̪ˤ,ʒ,ʁ,ʕ,z̪ː,z̪ˤː,ʒː,ʁː,m,n,nˤ,mː,nː,nˤː,l̪,l̪ˤ,l̪ː,l̪ˤː,r,rˤ,rː,rˤː,j,w,jː,wː,"		"Abdel-Massih, Ernest T. (1968) Tamazight Verb Structure: A Generative Approach. Bloomington/The Hague: Mouton & Co./Indiana University."
